inec_provincia_id,provincia,poblacion,total,acumuladas,lat,lng,semana
01,Azuay,881394,83,83,-2.897414000000000,-79.00448100000000,1
02,Bolívar,209933,10,10,-1.605556000000000,-79.00305600000000,1
04,Carchi,186869,6,6,0.8121800000000000,-77.71633000000000,1
03,Cañar,281396,28,28,-2.733333000000000,-78.83333300000000,1
06,Chimborazo,524004,42,42,-1.674347000000000,-78.64829400000001,1
05,Cotopaxi,488716,22,22,-0.9333330000000000,-78.61666700000001,1
07,El Oro,715751,53,53,-3.266667000000000,-79.96666700000000,1
08,Esmeraldas,591083,33,33,1.050000000000000,-79.20000000000000,1
20,Galápagos,33042,0,0,-0.7999999999999999,-89.40000000000001,1
09,Guayas,4387434,426,426,-2.183333000000000,-79.88333299999999,1
10,Imbabura,476257,39,39,0.3626780000000000,-78.13066700000000,1
11,Loja,521154,38,38,-3.983333000000000,-79.20000000000000,1
12,Los Ríos,921763,59,59,-1.800000000000000,-79.53333300000000,1
13,Manabí,1562079,122,122,-1.056181000000000,-80.45521700000000,1
14,Morona Santiago,196535,6,6,-2.300000000000000,-78.11666700000001,1
15,Napo,133705,10,10,-0.9890000000000000,-77.81590000000000,1
22,Orellana,161338,10,10,-0.4666670000000000,-76.96666700000000,1
16,Pastaza,114202,5,5,-1.066667000000000,-78.00111099999999,1
17,Pichincha,3228233,252,252,-0.2186110000000000,-78.50972200000000,1
24,Santa Elena,401178,18,18,-2.226700000000000,-80.85830000000000,1
23,Sto. Domingo Tsáchilas,511151,38,38,-0.2541670000000000,-79.17194400000000,1
21,Sucumbíos,230503,12,12,0.08472200000000002,-76.88277800000000,1
18,Tungurahua,590600,49,49,-1.241667000000000,-78.61972200000000,1
19,Zamora Chinchipe,120416,5,5,-4.120000000000000,-78.80000000000000,1
01,Azuay,881394,82,165,-2.897414000000000,-79.00448100000000,2
02,Bolívar,209933,14,24,-1.605556000000000,-79.00305600000000,2
04,Carchi,186869,13,19,0.8121800000000000,-77.71633000000000,2
03,Cañar,281396,27,55,-2.733333000000000,-78.83333300000000,2
06,Chimborazo,524004,56,98,-1.674347000000000,-78.64829400000001,2
05,Cotopaxi,488716,29,51,-0.9333330000000000,-78.61666700000001,2
07,El Oro,715751,76,129,-3.266667000000000,-79.96666700000000,2
08,Esmeraldas,591083,34,67,1.050000000000000,-79.20000000000000,2
20,Galápagos,33042,1,1,-0.7999999999999999,-89.40000000000001,2
09,Guayas,4387434,452,878,-2.183333000000000,-79.88333299999999,2
10,Imbabura,476257,35,74,0.3626780000000000,-78.13066700000000,2
11,Loja,521154,57,95,-3.983333000000000,-79.20000000000000,2
12,Los Ríos,921763,80,139,-1.800000000000000,-79.53333300000000,2
13,Manabí,1562079,145,267,-1.056181000000000,-80.45521700000000,2
14,Morona Santiago,196535,17,23,-2.300000000000000,-78.11666700000001,2
15,Napo,133705,8,18,-0.9890000000000000,-77.81590000000000,2
22,Orellana,161338,10,20,-0.4666670000000000,-76.96666700000000,2
16,Pastaza,114202,8,13,-1.066667000000000,-78.00111099999999,2
17,Pichincha,3228233,274,526,-0.2186110000000000,-78.50972200000000,2
24,Santa Elena,401178,23,41,-2.226700000000000,-80.85830000000000,2
23,Sto. Domingo Tsáchilas,511151,49,87,-0.2541670000000000,-79.17194400000000,2
21,Sucumbíos,230503,13,25,0.08472200000000002,-76.88277800000000,2
18,Tungurahua,590600,54,103,-1.241667000000000,-78.61972200000000,2
19,Zamora Chinchipe,120416,7,12,-4.120000000000000,-78.80000000000000,2
01,Azuay,881394,72,237,-2.897414000000000,-79.00448100000000,3
02,Bolívar,209933,18,42,-1.605556000000000,-79.00305600000000,3
04,Carchi,186869,20,39,0.8121800000000000,-77.71633000000000,3
03,Cañar,281396,19,74,-2.733333000000000,-78.83333300000000,3
06,Chimborazo,524004,45,143,-1.674347000000000,-78.64829400000001,3
