provincia,poblacion,lat,lng,20/01/2021,21/01/2021,22/01/2021,23/01/2021,24/01/2021,25/01/2021,26/01/2021,27/01/2021,28/01/2021,29/01/2021,30/01/2021,31/01/2021,01/02/2021,02/02/2021,03/02/2021,04/02/2021,05/02/2021,06/02/2021,07/02/2021,08/02/2021,09/02/2021,10/02/2021,11/02/2021,12/02/2021,13/02/2021,14/02/2021,15/02/2021,16/02/2021,17/02/2021,18/02/2021,19/02/2021,20/02/2021,21/02/2021,22/02/2021,23/02/2021,24/02/2021,25/02/2021,26/02/2021,27/02/2021,28/02/2021,01/03/2021,02/03/2021,03/03/2021,04/03/2021,05/03/2021,06/03/2021,07/03/2021,08/03/2021,09/03/2021,10/03/2021,11/03/2021,12/03/2021,13/03/2021,14/03/2021,15/03/2021,16/03/2021,17/03/2021,18/03/2021,19/03/2021,20/03/2021,21/03/2021,22/03/2021,23/03/2021,24/03/2021,25/03/2021,26/03/2021,27/03/2021,28/03/2021,29/03/2021,30/03/2021,31/03/2021,01/04/2021,02/04/2021,03/04/2021,04/04/2021,05/04/2021,06/04/2021,07/04/2021,08/04/2021,09/04/2021,10/04/2021,11/04/2021,12/04/2021,13/04/2021,14/04/2021,15/04/2021,16/04/2021,17/04/2021,18/04/2021,19/04/2021,20/04/2021,21/04/2021,22/04/2021,23/04/2021,24/04/2021,25/04/2021,26/04/2021,27/04/2021,28/04/2021,29/04/2021,30/04/2021,01/05/2021,02/05/2021,03/05/2021,04/05/2021,05/05/2021,06/05/2021,07/05/2021,08/05/2021,09/05/2021,10/05/2021,11/05/2021,12/05/2021,13/05/2021,14/05/2021,15/05/2021,16/05/2021,17/05/2021,18/05/2021,19/05/2021,20/05/2021,21/05/2021,22/05/2021,23/05/2021,24/05/2021,25/05/2021,26/05/2021,27/05/2021,28/05/2021,29/05/2021,30/05/2021,31/05/2021,01/06/2021,02/06/2021,03/06/2021,04/06/2021,05/06/2021,06/06/2021,07/06/2021,08/06/2021,09/06/2021,10/06/2021,11/06/2021,12/06/2021,13/06/2021,14/06/2021,15/06/2021,16/06/2021,17/06/2021,18/06/2021,19/06/2021,20/06/2021,21/06/2021,22/06/2021,23/06/2021,24/06/2021,25/06/2021,26/06/2021,27/06/2021,28/06/2021,29/06/2021,30/06/2021,01/07/2021,02/07/2021,03/07/2021,04/07/2021,05/07/2021,06/07/2021,07/07/2021,08/07/2021,09/07/2021,10/07/2021,11/07/2021,12/07/2021,13/07/2021,14/07/2021,15/07/2021,16/07/2021,17/07/2021,18/07/2021,19/07/2021,20/07/2021,21/07/2021,22/07/2021,23/07/2021,24/07/2021,25/07/2021,26/07/2021,27/07/2021,28/07/2021,29/07/2021,30/07/2021,31/07/2021,01/08/2021,02/08/2021,03/08/2021,04/08/2021,05/08/2021,06/08/2021,07/08/2021,08/08/2021,09/08/2021,10/08/2021,11/08/2021,12/08/2021,13/08/2021,14/08/2021,15/08/2021,16/08/2021,17/08/2021,18/08/2021,19/08/2021,20/08/2021,21/08/2021,22/08/2021,23/08/2021,24/08/2021,25/08/2021,26/08/2021,27/08/2021,28/08/2021,29/08/2021
Azuay,881394,-2.897414000000000,-79.00448100000000,0,0,986,986,986,986,986,986,986,986,986,986,986,986,986,986,986,986,986,986,986,986,986,995,995,995,995,995,995,997,4076,4076,4076,4076,4086,4122,4356,8455,8455,8455,8461,8461,8461,8463,11602,11602,11602,11608,12870,13226,13353,17155,17166,17166,21011,23953,23953,23953,23967,24083,24089,27832,31139,31251,32419,32467,33904,33911,38246,38342,38349,41162,41233,41233,41237,45854,50682,60316,60719,60723,61218,61218,61228,65829,70705,75541,80645,85236,85238,88648,97152,107414,117449,120933,121215,121375,122777,128070,131038,141662,151132,54033,57891,59406,60701,62766,64347,65296,65701,65876,67825,69290,70071,70816,71920,74122,74164,74260,74739,75290,77104,77702,78606,82817,82818,83016,83523,84379,86188,87100,87100,89555,90285,91950,94400,97378,98264,98565,101684,104213,107523,110643,113505,115047,117476,121727,126560,130246,133810,137224,138322,138758,141422,144393,146845,149176,151391,152514,152832,155244,157626,160114,162390,165510,167493,169070,174176,180951,188500,197701,208391,222381,235327,253387,280013,309223,344823,357281,376842,388709,403020,421662,436934,446255,966650,981852,526459,531334,535917,541773,548028,552347,554187,626644,629683,634091,637783,641737,645692,648320,650725,650725,650994,651238,651322,651361,651427,651488,651532,651557,651646,651713,651754,651765,651768,651784,651794,651804,651830,651844,651846,651856
Bolívar,209933,-1.605556000000000,-79.00305600000000,0,0,0,0,0,0,0,0,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,751,751,751,751,751,751,751,751,751,751,751,751,751,751,2677,2679,2679,2679,2679,2679,2679,2679,4168,4260,4260,5304,5304,5304,5304,5304,5304,5308,7305,7305,7305,7305,7383,7383,7385,8897,8909,8935,11813,12047,12047,12047,12315,13464,13464,13464,13464,13522,13522,13647,14446,14446,14466,14470,14482,14490,16167,17941,18983,18983,20449,21412,21414,21554,22662,24774,26533,28255,12179,12928,13425,13898,14951,16092,17200,17306,17342,18030,18744,19417,19610,20167,20548,20562,20899,21066,21305,22188,22775,24195,25543,25893,26014,26021,26021,26476,27017,27035,27124,27250,27429,27771,28327,28870,29249,29526,29799,30162,30580,31023,31272,31468,31761,32376,33498,34975,36819,37567,37787,38512,39477,40705,42048,43128,43619,43873,44356,44758,45253,45690,46330,46584,46959,48292,50086,52446,56122,60920,63238,66516,70141,75325,80368,84009,87366,89773,92024,94680,97033,99128,100600,211041,212555,110549,112324,113845,115432,117394,119055,120014,101173,102213,103456,104165,105069,105897,106060,106212,106212,106212,106213,106213,106213,106213,106213,106231,106240,106254,106264,106276,106276,106277,106287,106291,106291,106303,106303,106303,106303
Carchi,186869,0.8121800000000000,-77.71633000000000,0,0,0,0,0,0,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,609,609,609,609,609,609,609,1284,1284,1284,1284,1284,1284,1284,2022,2022,2022,2022,2022,2022,2022,2040,4937,5048,5051,5051,5051,5051,5072,5480,7347,7347,7347,8409,8409,8424,10160,10160,10160,10160,10160,10160,10160,10655,11624,11624,12107,12107,12107,12107,12107,12107,12107,12107,13472,13472,13472,13709,13709,13709,14597,15521,17729,20476,22822,22822,22822,27198,32922,36112,37200,40902,15415,15691,16079,16444,16817,17332,18399,18399,18399,18909,18958,18999,19058,19641,19641,19641,20140,20338,20606,21061,21305,21412,22588,22748,22748,22748,22748,22975,22975,22975,23084,23312,23610,24358,24915,25010,25013,25109,25208,25208,25345,25757,25856,25885,26177,26714,27324,28037,28971,29332,29397,30090,30757,31657,32559,33527,33888,33949,34803,35757,36688,37668,39242,40880,40952,42651,45252,48130,50957,55187,57432,59164,63840,69508,76475,82997,89680,93448,95651,100077,103054,106799,110239,239364,243365,129033,131469,133547,135818,138337,141695,144534,152894,154081,155316,156617,157902,159476,160493,161405,161405,161406,161449,161449,161449,161449,161449,161450,161450,161450,161453,161453,161453,161453,161454,161454,161454,161454,161455,161455,161455
Cañar,281396,-2.733333000000000,-78.83333300000000,0,0,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,642,642,642,642,642,642,642,1307,1307,1307,1307,1307,1311,1311,2087,2087,2087,2089,2239,2571,3204,4299,4299,4299,6058,6889,6942,6942,6942,6943,7087,8853,10064,10064,10067,10073,10073,10157,11849,11856,11861,11861,11876,11876,11879,11929,11929,12896,12926,12941,12941,12941,12961,14192,14192,14192,14192,14194,14200,15759,18263,19239,20164,21672,21672,21678,22820,24102,25614,30462,33504,13976,15501,16019,16043,16224,16550,16652,16694,16718,16801,16913,17365,17653,18164,18572,19262,19298,19298,19298,19533,19716,21501,22749,22752,22752,22797,22798,23305,23305,23307,23983,24517,25136,25816,26519,26880,27011,27505,28028,28732,29182,29818,30238,31626,32120,32986,33799,34591,35180,35326,35373,36038,36413,36929,37386,37683,37865,37865,38208,38907,39211,39915,40587,41469,41618,42832,45327,47873,50740,54203,55911,58102,62070,66123,71796,81177,88959,92491,95840,99891,104340,107785,109918,234635,238078,123861,125116,126608,128437,129806,131423,131927,139238,140104,140683,141116,141754,143374,143837,144348,144348,144521,144521,144524,144524,144524,144524,144524,144524,144566,144680,144716,144716,144716,144716,144716,144716,144722,144723,144726,144727
Chimborazo,524004,-1.674347000000000,-78.64829400000001,0,2,2,2,2,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,416,426,426,426,426,426,426,2240,2240,2240,2240,2240,2240,2240,2244,2244,2245,2245,2245,2245,2249,2249,2249,2249,2249,2249,2249,2249,2340,7001,9245,9246,9505,9516,10573,10573,10573,10573,10587,12277,14286,16354,19817,22188,22190,22191,23058,23058,23058,24426,24525,24530,24538,26746,29120,31405,32977,35463,35463,35463,35465,39263,45329,47871,49392,49401,49417,52812,56268,60917,65152,67722,67927,67981,69111,70783,74211,84897,87666,33460,34060,35413,35712,36725,37557,37923,38326,38359,38910,39612,39788,40585,41183,41287,41294,41823,41827,42692,43903,45198,45241,48785,48787,48950,48954,48977,50079,50079,50080,50930,51657,52776,54329,56052,56355,56589,58070,59557,61036,62378,63747,63878,65746,66979,68425,70452,71879,73681,74222,74742,76124,77652,79393,80593,81866,83083,83442,84723,85721,87411,87442,89217,91438,92638,95452,98127,101719,105043,105889,109263,111945,116629,120515,125822,133358,140779,144611,149602,153916,158266,165333,170332,410630,415367,245486,251535,259623,268171,278083,290142,295659,332473,337316,341641,345804,349489,353306,353732,354112,354194,354493,354550,354638,354905,354905,354958,354998,354999,355025,355087,355142,355142,355142,355143,355193,355442,355592,355789,356109,357008
Cotopaxi,488716,-0.9333330000000000,-78.61666700000001,0,0,0,0,0,0,0,0,0,0,0,0,0,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,2254,2256,2256,2256,2258,2258,2258,2260,5751,5753,5753,5753,5759,5759,6986,6989,6989,6989,6989,6989,6990,6990,6990,6990,6991,7269,8107,8107,9511,9612,9613,9613,9613,9613,9613,11269,11275,11275,11277,12519,14245,15673,15673,15674,15674,15676,15678,18575,20612,20614,20614,20614,20620,23492,26419,29983,30056,33095,35562,35562,36102,38681,42164,51735,58549,25362,25376,28061,29264,29548,29742,29827,29869,29896,30959,31548,31689,31728,32559,33101,33141,34702,35189,35428,36633,39196,39970,43045,43144,43144,43146,43146,43868,43874,43877,45086,46476,48149,49943,52227,52624,52777,53986,54987,55872,56641,57358,57587,58394,59690,61086,62705,64206,65553,65934,66040,67533,68295,69580,70785,72123,72649,72817,74450,75915,77243,78549,80083,80824,81710,86076,91602,97758,103877,112728,119063,125725,133940,143036,146306,154396,164433,167404,168921,174696,180242,185608,189194,433181,440385,244200,249411,255716,262309,270121,279463,286284,335356,335902,337162,338800,340367,341063,342187,342613,342613,342797,342999,343224,343242,343242,343242,343266,343281,343281,343282,343300,343301,343301,343305,343306,344629,344629,344651,344752,344753
El Oro,715751,-3.266667000000000,-79.96666700000000,0,0,0,0,0,0,0,0,0,0,0,80,702,702,702,702,702,702,702,702,702,702,705,705,705,705,705,705,705,705,705,705,705,705,705,705,767,2671,2671,2671,2671,2671,2671,2801,5653,6638,6638,7768,7768,7872,12430,17452,17452,17452,17452,17452,17452,17452,17562,17564,17572,25881,27597,27597,27597,27672,27672,27676,28871,28871,28871,30131,30201,30201,30203,30958,30958,32163,32165,33702,33702,33702,33702,34711,36073,39643,42920,57133,57139,62376,66509,68828,70919,75429,76679,76681,77349,78427,79873,89095,95233,37729,37746,38876,39891,40878,42217,42762,42885,42914,43439,43804,44814,45608,46176,47913,48128,50395,52119,52129,55090,58467,60282,62992,62993,62995,62995,63227,63227,63229,63588,64216,64873,66850,69392,71674,72680,73298,74561,76293,77778,79370,81108,82270,82930,84660,85600,87424,89860,92682,94279,95323,97951,100052,101402,103493,104456,105448,105890,107151,108339,109643,111026,113696,116486,118146,125111,132895,141130,153621,168665,182659,191034,203219,223542,245973,268179,290000,308491,320977,342347,360543,373915,384402,812094,823892,428818,436710,443400,450680,458016,466658,474037,456101,459295,461714,463529,465257,466842,468807,470481,470481,470523,470547,470563,470580,470594,470599,470608,470642,470667,470695,470720,470741,470772,470799,470819,470862,470899,470944,470966,470970
Esmeraldas,591083,1.050000000000000,-79.20000000000000,0,0,0,0,0,3,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,2075,2621,2621,2621,2621,2621,2621,2621,2621,2621,2621,2624,2624,2630,2630,4127,4127,4127,4127,4127,4127,4151,4211,5432,5435,7148,7148,7148,7148,7148,8112,8346,10000,10963,10963,10966,12304,12829,12829,12832,12883,12895,14362,15310,15631,15634,19172,19511,19511,19511,19511,19532,19532,19541,21206,21921,21921,22353,22353,22353,24067,26012,28173,30300,32173,32398,32398,38153,44862,49590,52969,61289,25365,25381,27032,27985,28681,29855,31453,31566,31584,32477,33267,33773,33833,34538,34562,34586,34990,35618,35669,36276,36929,37130,39336,39484,39645,39697,39724,39957,40435,40436,40904,41638,42921,45322,47469,47846,48001,49434,51110,52291,53495,54822,55333,55579,56994,58846,61300,63934,65439,66271,66570,67827,69339,70890,72408,74104,74923,75142,76823,78095,79625,80968,82173,83364,83681,85469,88350,94973,105470,120077,127939,133933,145140,155985,170841,185602,199739,205060,209039,218819,225294,234368,242131,513668,519030,270134,274961,281616,287667,297585,306554,312019,337906,341550,346866,349474,350905,351452,351605,351735,351737,352199,352237,352251,352256,352258,352258,352259,352267,352317,352321,352330,352331,352337,352340,352341,352350,352352,352363,352366,352368
Galápagos,33042,-0.8000000000000000,-89.40000000000001,0,0,0,0,0,0,0,0,0,0,0,0,286,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,754,978,978,978,978,978,978,978,978,978,978,978,978,978,5789,11439,14187,14189,14195,14195,14195,14195,14195,14195,14195,14195,14210,14210,14210,14210,14210,14210,14210,14210,14210,14732,15108,15108,15108,15109,15321,15486,15536,15536,15536,15536,15536,15542,15790,15792,16676,17775,17775,17775,17775,17775,17776,17776,17776,17776,19801,22390,23703,23704,25721,11767,11767,12771,14468,15807,16832,18343,19163,19372,19579,19977,19977,19977,20054,20097,20097,20191,20340,20811,20811,20905,21076,21076,21076,21076,21077,21240,21554,21554,21554,21776,22018,22167,22225,22264,22306,22306,22627,22730,22730,22730,22782,22789,22789,22789,22790,22790,22835,22927,22927,22927,22927,22927,22927,22932,22932,22932,22932,22932,22939,22939,22939,22957,23023,23023,23088,23394,23394,23394,23394,23488,23488,23575,23599,23862,23862,23896,23896,23896,23896,23948,24077,24156,54804,54804,30582,30906,31008,31122,31131,31837,32256,25308,25325,25526,25526,25584,25592,25592,25592,25592,25619,25696,25701,25727,25727,25727,25745,25745,25745,25745,25776,25776,25776,25784,25866,25910,25938,25940,25940,25940
Guayas,4387434,-2.183333000000000,-79.88333299999999,0,1935,1935,1935,1935,1937,1937,1937,1937,2243,2243,2243,2243,2243,4257,4329,4329,4329,4329,4331,4331,4340,4417,4421,4421,4421,4421,4421,4423,10936,13812,13812,15764,16307,16307,16315,27409,27679,27682,27682,27682,27684,27698,42031,45227,45227,45228,48401,49370,49381,60568,67804,67834,67836,68375,68750,71887,74428,76063,76065,76737,87798,89925,97889,99485,101288,101288,101302,106697,112328,120123,126498,128902,133575,135735,147087,157782,171550,171838,171849,171849,171849,172052,183712,191620,200282,211899,224694,227903,239048,254148,267470,280907,305944,314457,320829,334056,349900,360315,374416,389408,166359,174387,183429,192546,204640,217455,226499,228851,229686,235163,242357,246379,251851,262871,265490,265605,274136,277821,282298,292141,300293,307751,314224,314255,317525,317928,318027,321015,322662,323178,328775,335032,342517,352050,362352,366129,367165,375725,384836,393393,401826,411261,414289,415753,423684,435905,451156,466138,481067,490367,493062,507105,522540,538336,554798,570699,579865,581891,595178,606758,620507,633587,648033,661390,668875,695932,727395,763035,799328,838422,875198,903934,951430,1011330,1077133,1154364,1231668,1296666,1343321,1410342,1477835,1539759,1599580,3467537,3570995,1882812,1899786,1961911,2029826,2109419,2193023,2270664,2380738,2429067,2469028,2503812,2530820,2548112,2567276,2576246,2576246,2576434,2576703,2576855,2577067,2577270,2577286,2577310,2577392,2577491,2577684,2577983,2578157,2578207,2578491,2579067,2579845,2580510,2580870,2580999,2581114
